Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source
12/28/2025,5:00PM,The Beacon,Viridiana,90,None,None
12/29/2025,7:30PM,The Beacon,Viridiana,90,None,None
12/30/2025,4:30PM,The Beacon,Viridiana,90,None,None
12/21/2025,5:00PM,The Beacon,Who Killed Santa Claus?,105,None,None
12/15/2025,7:30PM,The Beacon,Vengeance Is Mine,118 MINUTES,None,None
12/16/2025,4:30PM,The Beacon,Vengeance Is Mine,118 MINUTES,None,None
12/17/2025,7:30PM,The Beacon,Vengeance Is Mine,118 MINUTES,None,None
12/26/2025,7:00PM,The Beacon,Raging Bull,129,None,None
12/26/2025,1:00PM,The Beacon,The Set-Up,72,None,None
12/27/2025,7:00PM,The Beacon,Together,106,None,None
12/30/2025,7:30PM,The Beacon,Together,106,None,None
12/12/2025,10:00PM,The Beacon,Gremlins,106,None,None
12/13/2025,10:00PM,The Beacon,Gremlins,106,None,None
12/18/2025,4:30PM,The Beacon,Gremlins,106,None,None
12/10/2025,7:00 PM,SIFF Cinema Uptown,Mountains on Stage - Winter Edition 2025,180,None,https://www.siff.net/images/CINEMA/2025/Rentals/REN_MountainsonStageWinter25_1600x900.jpg,,,
04/29/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: The Irishman,209,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Irishman_1600x900.jpg,,,
02/25/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: Mean Streets,112,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/MeanStreets.jpg,,,
03/11/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: Raging Bull,129,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_RagingBull-2025_1600x900.jpg,,,
12/16/2025,7:30 PM,SIFF Cinema Uptown,CLASSIFIED CINEMA,91,None,https://www.siff.net/images/CINEMA/2024/Rentals/REN_ClassifiedCinemaApril_1600x900.jpg,,,
12/11/2025,6:30 PM,SIFF Cinema Uptown,Holiday Favorites: The Muppet Christmas Carol,85,None,https://www.siff.net/images/CINEMA/2019/Films%20June-Dec/CIN_TheMuppetChristmasCarol_thumb_1600x900.jpg,,,
12/13/2025,1:30 PM,SIFF Cinema Uptown,Holiday Favorites: The Muppet Christmas Carol,85,None,https://www.siff.net/images/CINEMA/2019/Films%20June-Dec/CIN_TheMuppetChristmasCarol_thumb_1600x900.jpg,,,
12/14/2025,1:30 PM,SIFF Cinema Uptown,Holiday Favorites: The Muppet Christmas Carol,85,None,https://www.siff.net/images/CINEMA/2019/Films%20June-Dec/CIN_TheMuppetChristmasCarol_thumb_1600x900.jpg,,,
03/04/2026,7:30 PM,SIFF Cinema Uptown,Scorsese - Taxi Driver: 50th Anniversary,114,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_TaxiDriver_1600x900.jpg,,,
04/08/2026,7:30 PM,SIFF Cinema Uptown,Scorsese - Casino: 30th Anniversary,179,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Casino_1600x900.jpg,,,
12/14/2025,12:00 PM,SIFF Cinema Downtown,Sliding Scale Community Screening: Singin’ In the Rain,103,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SinginintheRain_1600x900.jpg,,,
12/10/2025,3:45 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/11/2025,4:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/12/2025,4:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/12/2025,7:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/13/2025,3:50 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/13/2025,7:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/14/2025,3:50 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/14/2025,7:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/15/2025,3:50 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/15/2025,7:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/16/2025,3:50 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/16/2025,7:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/17/2025,3:50 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/17/2025,7:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/18/2025,3:50 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
12/18/2025,7:00 PM,SIFF Cinema Uptown,Sentimental Value,135,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SentimentalValue_1600x900.jpg,,,
04/15/2026,7:30 PM,SIFF Cinema Uptown,"Scorsese: The Wolf of Wall Street
",165,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_WolfofWallStreet_1600x900.jpg,,,
12/10/2025,4:00 PM,SIFF Cinema Uptown,Eternity,112,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Eternity_1600x900.jpg,,,
12/10/2025,6:45 PM,SIFF Cinema Uptown,Eternity,112,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Eternity_1600x900.jpg,,,
12/11/2025,3:40 PM,SIFF Cinema Uptown,Eternity,112,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Eternity_1600x900.jpg,,,
01/16/2026,4:50 PM,SIFF Film Center,Young Mothers,105,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_YoungMothers_1600x900.jpg,,,
01/16/2026,7:30 PM,SIFF Film Center,Young Mothers,105,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_YoungMothers_1600x900.jpg,,,
01/17/2026,4:50 PM,SIFF Film Center,Young Mothers,105,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_YoungMothers_1600x900.jpg,,,
01/17/2026,7:30 PM,SIFF Film Center,Young Mothers,105,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_YoungMothers_1600x900.jpg,,,
01/18/2026,4:50 PM,SIFF Film Center,Young Mothers,105,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_YoungMothers_1600x900.jpg,,,
01/18/2026,7:30 PM,SIFF Film Center,Young Mothers,105,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_YoungMothers_1600x900.jpg,,,
12/31/2025,6:00 PM,SIFF Cinema Uptown,Moulin Rouge! New Year’s Eve Sing-along,Unknown,None,https://www.siff.net/images/CINEMA/2017/Films%20Jun-Dec/CIN_moulinrouge_thumbnail_1600x900.jpg,,,
03/14/2026,2:00 PM,SIFF Film Center,National Theatre Live: The Fifth Step,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLFifthStep_1600x900.jpg,,,
03/15/2026,2:00 PM,SIFF Film Center,National Theatre Live: The Fifth Step,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLFifthStep_1600x900.jpg,,,
03/16/2026,6:30 PM,SIFF Film Center,National Theatre Live: The Fifth Step,100,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLFifthStep_1600x900.jpg,,,
01/01/2026,3:40 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/01/2026,7:00 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/02/2026,12:15 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/02/2026,3:40 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/02/2026,7:00 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/03/2026,12:15 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/03/2026,3:40 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/03/2026,7:00 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/04/2026,12:15 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/04/2026,3:40 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/04/2026,7:00 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/05/2026,3:40 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/05/2026,7:00 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/06/2026,3:40 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/06/2026,7:00 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/07/2026,3:40 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/07/2026,7:00 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/08/2026,3:40 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
01/08/2026,7:00 PM,SIFF Cinema Uptown,No Other Choice,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NoOtherChoice_1600x900.jpg,,,
12/10/2025,3:50 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/10/2025,7:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/11/2025,4:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/11/2025,7:00 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/12/2025,4:30 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/12/2025,7:30 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/13/2025,12:50 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/13/2025,4:10 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/13/2025,7:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/14/2025,12:50 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/14/2025,4:10 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/14/2025,7:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/15/2025,4:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/15/2025,7:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/16/2025,4:00 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/17/2025,4:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/17/2025,7:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/18/2025,4:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/18/2025,7:15 PM,SIFF Cinema Uptown,Hamnet,125,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Hamnet_1600x900.jpg,,,
12/25/2025,12:00 PM,SIFF Cinema Uptown,Holiday Favorites: Fiddler on the Roof Sing-along,191,None,https://www.siff.net/images/CINEMA/2015/Films%20Jun-Dec/CIN_fiddlerontheroof_thumbnail_1600x900.jpg,,,
04/01/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: The Age of Innocence,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_AgeofInnocence_1600x900.jpg,,,
12/24/2025,4:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/25/2025,12:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/25/2025,3:45 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/25/2025,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/26/2025,11:50 AM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/26/2025,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/26/2025,7:10 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/27/2025,11:50 AM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/27/2025,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/27/2025,7:10 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/28/2025,11:50 AM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/28/2025,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/28/2025,7:10 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/29/2025,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/29/2025,7:10 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/30/2025,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/30/2025,7:10 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/31/2025,1:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/31/2025,5:05 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/01/2026,11:50 AM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/01/2026,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/01/2026,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/02/2026,11:50 AM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/02/2026,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/02/2026,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/03/2026,11:50 AM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/03/2026,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/03/2026,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/04/2026,11:50 AM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/04/2026,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/04/2026,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/05/2026,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/05/2026,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/06/2026,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/06/2026,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/07/2026,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/07/2026,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/08/2026,3:30 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
01/08/2026,7:15 PM,SIFF Cinema Uptown,Marty Supreme,149,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_MartySupreme_1600x900.jpg,,,
12/10/2025,4:00 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/10/2025,7:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/11/2025,4:00 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/11/2025,7:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/12/2025,2:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
